1	0	4	not
2	0	8	not
3	0	12	not
4	0	16	not
5	0	20	not
6	0	24	not
7	0	28	not
8	0	32	not
9	0	36	not
10	0	40	not
11	3	4	not
12	3	8	not
13	3	12	not
14	3	16	not
15	3	20	not
16	3	24	not
17	3	28	not
18	3	32	not
19	3	36	not
20	3	40	not
21	6	6	not
22	6	10	not
23	6	14	not
24	6	18	not
25	6	22	not
26	6	26	not
27	6	30	not
28	6	34	not
29	6	38	not
30	6	42	not
31	9	4	xor
32	9	8	xor
33	9	12	xor
34	9	16	xor
35	9	20	xor
36	9	24	xor
37	9	28	xor
38	9	32	xor
39	9	36	xor
40	9	40	xor
41	12	6	and
42	12	10	and
43	12	14	and
44	12	18	and
45	12	22	and
46	12	26	and
47	12	30	and
48	12	34	and
49	12	38	and
50	12	42	and
51	15	4	and
52	15	8	and
53	15	12	and
54	15	16	and
55	15	20	and
56	15	24	and
57	15	28	and
58	15	32	and
59	15	36	and
60	15	40	and
61	18	2	or
62	18	6	or
63	18	10	or
64	18	14	or
65	18	18	or
66	18	22	or
67	18	26	or
68	18	30	or
69	18	34	or
70	18	38	or
71	18	42	or
72	21	2	xor
73	21	6	xor
74	21	10	xor
75	21	14	xor
76	21	18	xor
77	21	22	xor
78	21	26	xor
79	21	30	xor
80	21	34	xor
81	21	38	xor
82	24	6	not
83	24	10	not
84	24	14	not
85	24	18	not
86	24	22	not
87	24	26	not
88	24	30	not
89	24	34	not
90	24	38	not
91	24	42	not
92	27	4	xor
93	27	8	xor
94	27	12	xor
95	27	16	xor
96	27	20	xor
97	27	24	xor
98	27	28	xor
99	27	32	xor
100	27	36	xor
101	27	40	xor
102	30	6	and
103	30	10	and
104	30	14	and
105	30	18	and
106	30	22	and
107	30	26	and
108	30	30	and
109	30	34	and
110	30	38	and
111	30	42	and
112	33	4	and
113	33	8	and
114	33	12	and
115	33	16	and
116	33	20	and
117	33	24	and
118	33	28	and
119	33	32	and
120	33	36	and
121	33	40	and
122	36	2	or
123	36	6	or
124	36	10	or
125	36	14	or
126	36	18	or
127	36	22	or
128	36	26	or
129	36	30	or
130	36	34	or
131	36	38	or
132	36	42	or
133	39	2	xor
134	39	6	xor
135	39	10	xor
136	39	14	xor
137	39	18	xor
138	39	22	xor
139	39	26	xor
140	39	30	xor
141	39	34	xor
142	39	38	xor
1	1
2	0
3	1
4	1
5	1
6	0
7	1
8	0
9	1
10	0
	
	
	
	
	
	
	
	
	
	
21	1
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
61	0
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
82	1
83	1
84	1
85	1
86	0
87	1
88	0
89	1
90	1
91	0
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
122	0
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
		
		
		
		
		
		
		
		
		
		
11	1	None
12	2	None
13	3	None
14	4	None
15	5	None
16	6	None
17	7	None
18	8	None
19	9	None
20	10	None
		
		
		
		
		
		
		
		
		
		
31	11	21
32	12	22
33	13	23
34	14	24
35	15	25
36	16	26
37	17	27
38	18	28
39	19	29
40	20	30
41	11	21
42	12	22
43	13	23
44	14	24
45	15	25
46	16	26
47	17	27
48	18	28
49	19	29
50	20	30
51	31	61
52	32	62
53	33	63
54	34	64
55	35	65
56	36	66
57	37	67
58	38	68
59	39	69
60	40	70
		
62	51	41
63	52	42
64	53	43
65	54	44
66	55	45
67	56	46
68	57	47
69	58	48
70	59	49
71	60	50
72	31	61
73	32	62
74	33	63
75	34	64
76	35	65
77	36	66
78	37	67
79	38	68
80	39	69
81	40	70
		
		
		
		
		
		
		
		
		
		
92	72	82
93	73	83
94	74	84
95	75	85
96	76	86
97	77	87
98	78	88
99	79	89
100	80	90
101	81	91
102	72	82
103	73	83
104	74	84
105	75	85
106	76	86
107	77	87
108	78	88
109	79	89
110	80	90
111	81	91
112	92	122
113	93	123
114	94	124
115	95	125
116	96	126
117	97	127
118	98	128
119	99	129
120	100	130
121	101	131
		
123	112	102
124	113	103
125	114	104
126	115	105
127	116	106
128	117	107
129	118	108
130	119	109
131	120	110
132	121	111
133	92	122
134	93	123
135	94	124
136	95	125
137	96	126
138	97	127
139	98	128
140	99	129
141	100	130
142	101	131
